5324	1	a	A film neither bitter nor sweet , neither romantic nor comedic , neither warm nor fuzzy .
5275	0	a	The entire film is one big excuse to play one lewd scene after another .
2174	0	a	I never thought I 'd say this , but I 'd much rather watch teens poking their genitals into fruit pies !
3470	1	a	Smart , sassy interpretation of the Oscar Wilde play .
196	1	a	At a time when commercialism has squeezed the life out of whatever idealism American moviemaking ever had , Godfrey Reggio 's career shines like a lonely beacon .
1545	0	a	Leaves us wondering less about its ideas and more about its characterization of Hitler and the contrived nature of its provocative conclusion .
217	1	a	Thanks to confident filmmaking and a pair of fascinating performances , the way to that destination is a really special walk in the woods .
1960	1	a	Coppola has made a film of intoxicating atmosphere and little else .
3808	1	a	Probes in a light-hearted way the romantic problems of individuals for whom the yearning for passion spells discontent .
6412	1	a	It was only a matter of time before some savvy producer saw the potential success inherent in the mixture of Bullock Bubble and Hugh Goo .
1892	1	a	It 's funny .
1018	0	a	All the more disquieting for its relatively gore-free allusions to the serial murders , but it falls down in its attempts to humanize its subject .
3926	1	a	Chamber of Secrets will find millions of eager fans .
2991	0	a	Stephen Earnhart 's documentary is a decomposition of healthy eccentric inspiration and ambition -- wearing a cloak of unsentimental , straightforward text -- when it 's really an exercise in gross romanticization of the delusional personality type .
5703	0	a	Time Out is as serious as a pink slip .
3728	1	a	Lan Yu is a genuine love story , full of traditional layers of awakening and ripening and separation and recovery .
5341	1	a	For all the charm of Kevin Kline and a story that puts old-fashioned values under the microscope , there 's something creepy about this movie .
871	0	a	An alternately raucous and sappy ethnic sitcom ... you 'd be wise to send your regrets .
1931	1	a	An intelligent romantic thriller of a very old-school kind of quality .
5181	0	a	Completely awful Iranian drama ... as much fun as a grouchy ayatollah in a cold mosque .
6756	1	a	A good documentary can make interesting a subject you thought would leave you cold .
1129	0	a	Toward the end Sum of All Fears morphs into a mundane '70s disaster flick .
5909	1	a	It can be safely recommended as a video\/DVD babysitter .
116	0	a	It gets the details of its time frame right but it completely misses its emotions .
1902	0	a	Each scene drags , underscoring the obvious , and sentiment is slathered on top .
3894	1	a	Demonstrates a vivid imagination and an impressive style that result in some terrific setpieces .
453	1	a	Audiard successfully maintains suspense on different levels throughout a film that is both gripping and compelling .
3819	1	a	Even with all its botches , Enigma offers all the pleasure of a handsome and well-made entertainment .
2931	0	a	The most memorable moment was when Green threw medical equipment at a window ; not because it was particularly funny , but because I had a serious urge to grab the old lady at the end of my aisle 's walker and toss it at the screen in frustration .
1200	1	a	A simple tale of an unlikely friendship , but thanks to the gorgeous locales and exceptional lead performances , it has considerable charm .
4563	1	a	Remove Spider-Man the movie from its red herring surroundings and it 's apparent that this is one summer film that satisfies .
2087	0	a	Due to stodgy , soap opera-ish dialogue , the rest of the cast comes across as stick figures reading lines from a TelePrompTer .
4530	1	a	A realistically terrifying movie that puts another notch in the belt of the long list of renegade-cop tales .
3726	0	a	I could just feel the screenwriter at every moment ` Tap , tap , tap , tap , tapping away ' on this screenplay .
1587	1	a	Enigma looks great , has solid acting and a neat premise .
2371	1	a	Takes a fresh and absorbing look at a figure whose legacy had begun to bronze .
560	1	a	Producer John Penotti surveyed high school students ... and came back with the astonishing revelation that `` they wanted to see something that did n't talk down to them . ''
21	0	a	While The Importance of Being Earnest offers opportunities for occasional smiles and chuckles , it does n't give us a reason to be in the theater beyond Wilde 's wit and the actors ' performances .
1016	1	a	A college story that works even without vulgarity , sex scenes , and cussing !
3703	0	a	Though it 's not very well shot or composed or edited , the score is too insistent and the dialogue is frequently overwrought and crudely literal , the film shatters you in waves .
987	1	a	A seriocomic debut of extravagant promise by Georgian-Israeli director Dover Kosashvili .
223	0	a	Ultimately , Sarah 's dedication to finding her husband seems more psychotic than romantic , and nothing in the movie makes a convincing case that one woman 's broken heart outweighs all the loss we witness .
3418	1	a	No , I love it ... hell , I dunno .
3839	1	a	It reaffirms life as it looks in the face of death .
6693	0	a	Payami tries to raise some serious issues about Iran 's electoral process , but the result is a film that 's about as subtle as a party political broadcast .
61	0	a	 
809	0	a	The characters , cast in impossibly contrived situations , are totally estranged from reality .
3090	0	a	Would that Greengrass had gone a tad less for grit and a lot more for intelligibility .
6620	1	a	It 's immensely ambitious , different than anything that 's been done before and amazingly successful in terms of what it 's trying to do .
3878	0	a	Simplistic , silly and tedious .
4352	0	a	The only problem is that , by the end , no one in the audience or the film seems to really care .
6455	1	a	The film brilliantly shines on all the characters , as the direction is intelligently accomplished .
1992	1	a	It 's a great American adventure and a wonderful film to bring to IMAX .
2128	0	a	Nothing too deep or substantial .
6844	0	a	As exciting as all this exoticism might sound to the typical Pax viewer , the rest of us will be lulled into a coma .
5154	1	a	An Inuit masterpiece that will give you goosebumps as its uncanny tale of love , communal discord , and justice unfolds .
5942	1	a	The film 's highlight is definitely its screenplay , both for the rhapsodic dialogue that jumps off the page , and for the memorable character creations .
2830	1	a	It 's ... worth the extra effort to see an artist , still committed to growth in his ninth decade , change while remaining true to his principles with a film whose very subject is , quite pointedly , about the peril of such efforts .
1043	1	a	Ya-Yas everywhere will forgive the flaws and love the film .
3274	1	a	The script is high on squaddie banter , low on shocks .
2857	1	a	An enjoyable feel-good family comedy regardless of race .
1376	1	a	It 's good , hard-edged stuff , violent and a bit exploitative but also nicely done , morally alert and street-smart .
6275	0	a	The film 's maudlin focus on the young woman 's infirmity and her naive dreams play like the worst kind of Hollywood heart-string plucking .
432	0	a	After that it becomes long and tedious like a classroom play in a college history course .
1285	0	a	Loosely speaking , we 're in All of Me territory again , and , strictly speaking , Schneider is no Steve Martin .
5309	0	a	A piece of mildly entertaining , inoffensive fluff that drifts aimlessly for 90 minutes before lodging in the cracks of that ever-growing category : unembarrassing but unmemorable .
4263	0	a	May cause you to bite your tongue to keep from laughing at the ridiculous dialog or the oh-so convenient plot twists .
1075	1	a	This sensitive , smart , savvy , compelling coming-of-age drama delves into the passive-aggressive psychology of co-dependence and the struggle for self-esteem .
491	1	a	An hour and a half of joyful solo performance .
38	0	a	Takes a clunky TV-movie approach to detailing a chapter in the life of the celebrated Irish playwright , poet and drinker .
5169	0	a	Instead of contriving a climactic hero 's death for the beloved-major - character-who-shall - remain-nameless , why not invite some genuine spontaneity into the film by having the evil aliens ' laser guns actually hit something for once ?
398	0	a	But if the essence of magic is its make-believe promise of life that soars above the material realm , this is the opposite of a truly magical movie .
5	1	a	A comedy-drama of nearly epic proportions rooted in a sincere performance by the title character undergoing midlife crisis .
2247	1	a	Moonlight Mile gives itself the freedom to feel contradictory things .
2432	1	a	a delightful romantic comedy with plenty of bite .
3468	1	a	It 's not particularly well made , but since I found myself howling more than cringing , I 'd say the film works .
6747	0	a	Some fine acting , but ultimately a movie with no reason for being .
573	1	a	Successfully blended satire , high camp and yet another sexual taboo into a really funny movie .
6413	1	a	But Mr. Polanski creates images even more haunting than those in Mr. Spielberg 's 1993 classic .
401	0	a	One Hour Photo may seem disappointing in its generalities , but it 's the little nuances that perhaps had to escape from director Mark Romanek 's self-conscious scrutiny to happen , that finally get under your skin .
3914	0	a	He thinks the film is just as much a document about him as it is about the subject .
5905	0	a	I 'm left slightly disappointed that it did n't .
6466	1	a	The engagingly primitive animated special effects contribute to a mood that 's sustained through the surprisingly somber conclusion .
5077	1	a	Be prepared to cling to the edge of your seat , tense with suspense .
4753	0	a	The film never finds its tone and several scenes run too long .
2846	1	a	The film has a terrific look and Salma Hayek has a feel for the character at all stages of her life .
3209	1	a	It 's packed with adventure and a worthwhile environmental message , so it 's great for the kids .
6486	1	a	A well-done film of a self-reflexive , philosophical nature .
2603	0	a	With a tighter editorial process and firmer direction this material could work , especially since the actresses in the lead roles are all more than competent , but as is , Personal Velocity seems to be idling in neutral .
5285	1	a	The best animated feature to hit theaters since Beauty and the Beast 11 years ago .
4726	0	a	` In this poor remake of such a well loved classic , Parker exposes the limitations of his skill and the basic flaws in his vision . '
2843	0	a	Sandra Bullock , despite downplaying her good looks , carries a little too much ai n't - she-cute baggage into her lead role as a troubled and determined homicide cop to quite pull off the heavy stuff .
1120	1	a	The performances are strong , though the subject matter demands acting that borders on hammy at times .
3989	1	a	The wonderfully lush Morvern Callar is pure punk existentialism , and Ms. Ramsay and her co-writer , Liana Dognini , have dramatized the Alan Warner novel , which itself felt like an answer to Irvine Welsh 's book Trainspotting .
4077	1	a	You 'll probably love it .
1789	1	a	The film boasts at least a few good ideas and features some decent performances , but the result is disappointing .
5714	1	a	A moving tale of love and destruction in unexpected places , unexamined lives .
5644	1	a	Soderbergh , like Kubrick before him , may not touch the planet 's skin , but understands the workings of its spirit .
2450	0	a	Blue Crush is so prolonged and boring it is n't even close to being the barn-burningly bad movie it promised it would be .
4579	0	a	Somewhere inside the mess that is World Traveler , there is a mediocre movie trying to get out .
612	1	a	Hugely accomplished slice of Hitchcockian suspense .
3693	1	a	With an unflappable air of decadent urbanity , Everett remains a perfect Wildean actor , and a relaxed Firth displays impeccable comic skill .
5068	1	a	Witty , contemplative , and sublimely beautiful .
4256	0	a	Ultimately ... the movie is too heady for children , and too preachy for adults .
815	0	a	It merely indulges in the worst elements of all of them .
3599	0	a	When it comes to the battle of Hollywood vs. Woo , it looks like Woo 's a P.O.W.
4831	0	a	A perfect example of rancid , well-intentioned , but shamelessly manipulative movie making .
2116	1	a	A thoughtful , reverent portrait of what is essentially a subculture , with its own rules regarding love and family , governance and hierarchy .
3714	0	a	The first mistake , I suspect , is casting Shatner as a legendary professor and Kunis as a brilliant college student -- where 's Pauly Shore as the rocket scientist ?
1849	1	a	Starts slowly , but Adrien Brody -- in the title role -- helps make the film 's conclusion powerful and satisfying .
6794	1	a	This method almost never fails him , and it works superbly here .
4081	0	a	Yes , Spirited Away is a triumph of imagination , but it 's also a failure of storytelling .
3644	0	a	I felt trapped and with no obvious escape for the entire 100 minutes .
4601	1	a	A thriller with an edge -- which is to say that it does n't follow the stale , standard , connect-the-dots storyline which has become commonplace in movies that explore the seamy underbelly of the criminal world .
5716	1	a	Gosling creates a staggeringly compelling character , a young man whose sharp intellect is at the very root of his contradictory , self-hating , self-destructive ways .
1812	1	a	Amazingly dopey .
6646	0	a	Clumsy , obvious , preposterous , the movie will likely set the cause of woman warriors back decades .
4089	0	a	A boring masquerade ball where normally good actors , even Kingsley , are made to look bad .
3630	0	a	One of those strained caper movies that 's hardly any fun to watch and begins to vaporize from your memory minutes after it ends .
5868	1	a	An absorbing and unsettling psychological drama .
2872	0	a	Too slick and manufactured to claim street credibility .
4325	1	a	Elaborate special effects take centre screen , so that the human story is pushed to one side .
3215	1	a	When the movie mixes the cornpone and the Cosa Nostra , it finds a nice rhythm .
1258	1	a	Rubbo runs through a remarkable amount of material in the film 's short 90 minutes .
2957	0	a	While not all that bad of a movie , it 's nowhere near as good as the original .
4690	1	a	Well-acted , well-directed and , for all its moodiness , not too pretentious .
2894	0	a	An empty shell of an epic rather than the real deal .
6126	1	a	Yakusho , as always , is wonderful as the long-faced sad sack ... and his chemistry with Shimizu is very believable .
4012	1	a	Screenwriter Dan Schneider and director Shawn Levy substitute volume and primary colors for humor and bite .
3540	0	a	the attempt to complicate the story only defies credibility
6631	1	a	-LRB- Allen -RRB- manages to breathe life into this somewhat tired premise .
2006	1	a	Pacino and Williams seem to keep upping the ante on each other , just as their characters do in the film .
2585	1	a	For all its problems ... The Lady and the Duke surprisingly manages never to grow boring ... which proves that Rohmer still has a sense of his audience .
1071	1	a	While the humor is recognizably Plympton , he has actually bothered to construct a real story this time .
6082	1	a	Leave it to John Sayles to take on developers , the Chamber of Commerce , tourism , historical pageants , and commercialism all in the same movie ... without neglecting character development for even one minute .
821	0	a	Glizty but formulaic and silly ... Cagney 's ` top of the world ' has been replaced by the bottom of the barrel .
4301	1	a	It offers a glimpse of the Solomonic decision facing Jewish parents in those turbulent times : to save their children and yet to lose them .
4618	1	a	Woody Allen has really found his groove these days .
4346	1	a	At its most basic , this cartoon adventure is that wind-in-the-hair exhilarating .
2974	1	a	An uncomfortable experience , but one as brave and challenging as you could possibly expect these days from American cinema .
3891	1	a	A timely look back at civil disobedience , anti-war movements and the power of strong voices .
1408	0	a	One of these days Hollywood will come up with an original idea for a teen movie , but until then there 's always these rehashes to feed to the younger generations .
3929	1	a	If you 've the patience , there are great rewards here .
600	1	a	Though few will argue that it ranks with the best of Herzog 's works , Invincible shows he 's back in form , with an astoundingly rich film .
4432	1	a	The film offers an intriguing what-if premise .
6227	0	a	If you 've got a house full of tots -- do n't worry , this will be on video long before they grow up and you can wait till then .
6318	0	a	Borstal Boy represents the worst kind of filmmaking , the kind that pretends to be passionate and truthful but is really frustratingly timid and soggy .
5417	0	a	I 'm giving it thumbs down due to the endlessly repetitive scenes of embarrassment .
823	1	a	The modern master of the chase sequence returns with a chase to end all chases
1998	1	a	Victor Rosa is Leguizamo 's best movie work so far , a subtle and richly internalized performance .
4488	0	a	You emerge dazed , confused as to whether you 've seen pornography or documentary .
3323	1	a	Robert John Burke as The Monster horns in and steals the show .
3022	1	a	... a great , participatory spectator sport . '
4099	1	a	... an enjoyably frothy ` date movie ' ...
3732	0	a	Plays like one of those conversations that Comic Book Guy on `` The Simpsons '' has .
2589	1	a	About Schmidt is undoubtedly one of the finest films of the year .
1284	1	a	You may feel compelled to watch the film twice or pick up a book on the subject .
6047	0	a	During The Tuxedo 's 90 minutes of screen time , there is n't one true ` Chan moment ' .
3836	0	a	Flashy gadgets and whirling fight sequences may look cool , but they ca n't distract from the flawed support structure holding Equilibrium up .
6633	1	a	There are flaws , but also stretches of impact and moments of awe ; we 're wrapped up in the characters , how they make their choices , and why .
2302	1	a	Who needs mind-bending drugs when they can see this , the final part of the ` qatsi ' trilogy , directed by Godfrey Reggio , with music by Philip Glass ?
5252	1	a	One regards Reign of Fire with awe .
4223	0	a	I have returned from the beyond to warn you : this movie is 90 minutes long , and life is too short .
450	1	a	It 's mostly a pleasure to watch .
6003	1	a	A fast paced and suspenseful Argentinian thriller about the shadow side of play .
6291	1	a	A gripping drama .
6379	0	a	For something as splendid-looking as this particular film , the viewer expects something special but instead gets -LRB- sci-fi -RRB- rehash .
1004	0	a	The problem is that it is one that allows him to churn out one mediocre movie after another .
1731	1	a	A uniquely sensual metaphorical dramatization of sexual obsession that spends a bit too much time on its fairly ludicrous plot .
5164	1	a	As they used to say in the 1950s sci-fi movies , Signs is a tribute to Shyamalan 's gifts , which are such that we 'll keep watching the skies for his next project .
3125	1	a	A heartbreakingly thoughtful minor classic , the work of a genuine and singular artist .
3764	1	a	Despite a quieter middle section , involving Aragorn 's dreams of Arwen , this is even better than The Fellowship .
4254	0	a	Before it collapses into exactly the kind of buddy cop comedy it set out to lampoon , anyway .
3866	1	a	A surprisingly funny movie .
2131	0	a	Without a fresh infusion of creativity , 4Ever is neither a promise nor a threat so much as wishful thinking .
936	0	a	It 's hard to understand why anyone in his right mind would even think to make the attraction a movie .
1966	1	a	If `` Lilo & Stitch '' is n't the most edgy piece of Disney animation to hit the silver screen , then this first film to use a watercolor background since `` Dumbo '' certainly ranks as the most original in years .
3623	0	a	The dialogue is cumbersome , the simpering soundtrack and editing more so .
6244	0	a	Is n't it a bit early in his career for director Barry Sonnenfeld to do a homage to himself ?
1370	1	a	Often hilarious .
6435	1	a	Even when he 's not at his most critically insightful , Godard can still be smarter than any 50 other filmmakers still at work .
6389	0	a	Rifkin no doubt fancies himself something of a Hubert Selby Jr. , but there is n't an ounce of honest poetry in his entire script ; it 's simply crude and unrelentingly exploitative .
4241	1	a	If the film fails to fulfill its own ambitious goals , it nonetheless sustains interest during the long build-up of expository material .
412	1	a	Highly recommended as an engrossing story about a horrifying historical event and the elements which contributed to it .
2504	0	a	turns a potentially interesting idea into an excruciating film school experience that plays better only for the film 's publicists or for people who take as many drugs as the film 's characters
2900	0	a	The colorful Masseur wastes its time on mood rather than riding with the inherent absurdity of Ganesh 's rise up the social ladder .
5805	0	a	With a `` Spy Kids '' sequel opening next week , why bother with a contemptible imitator starring a `` SNL '' has-been acting like an 8-year-old channeling Roberto Benigni ?
4774	0	a	You 'll just have your head in your hands wondering why Lee 's character did n't just go to a bank manager and save everyone the misery .
3288	1	a	The film is visually dazzling , the depicted events dramatic , funny and poignant .
6649	1	a	Takes a simple premise and carries it to unexpected heights .
1115	1	a	The movie does its best to work us over , with second helpings of love , romance , tragedy , false dawns , real dawns , comic relief , two separate crises during marriage ceremonies , and the lush scenery of the Cotswolds .
5836	1	a	The graphic carnage and re-creation of war-torn Croatia is uncomfortably timely , relevant , and sickeningly real .
1427	1	a	One of the best films of the year with its exquisite acting , inventive screenplay , mesmerizing music , and many inimitable scenes of tenderness , loss , discontent , and yearning .
442	1	a	Peralta captures , in luminous interviews and amazingly evocative film from three decades ago , the essence of the Dogtown experience .
5720	1	a	The film 's sense of imagery gives it a terrible strength , but it 's propelled by the acting .
521	0	a	Cacoyannis ' vision is far less mature , interpreting the play as a call for pity and sympathy for anachronistic phantasms haunting the imagined glory of their own pasts .
6312	1	a	A sharp satire of desperation and cinematic deception .
2659	1	a	Oh , and more entertaining , too .
2126	1	a	It 's a beautiful film , full of elaborate and twisted characters - and it 's also pretty funny .
6843	1	a	Shattering , devastating documentary on two maladjusted teens in a downward narcotized spiral .
2512	1	a	... with the gifted Pearce on hand to keep things on semi-stable ground dramatically , this retooled Machine is ultimately effective enough at achieving the modest , crowd-pleasing goals it sets for itself .
6080	0	a	Things really get weird , though not particularly scary : the movie is all portent and no content .
3446	1	a	-LRB- Hayek -RRB- throws herself into this dream Hispanic role with a teeth-clenching gusto , she strikes a potent chemistry with Molina and she gradually makes us believe she is Kahlo .
5009	1	a	It 's technically sumptuous but also almost wildly alive .
113	1	a	Sleek and arty .
4731	1	a	A deftly entertaining film , smartly played and smartly directed .
6240	1	a	This ready-made midnight movie probably wo n't stand the cold light of day , but under the right conditions , it 's goofy -LRB- if not entirely wholesome -RRB- fun .
231	1	a	A smart , arch and rather cold-blooded comedy .
6492	0	a	The acting is just fine , but there 's not enough substance here to sustain interest for the full 90 minutes , especially with the weak payoff .
2312	1	a	A wild comedy that could only spring from the demented mind of the writer of Being John Malkovich .
2767	0	a	I do n't think most of the people who loved the 1989 Paradiso will prefer this new version .
882	0	a	Those who are only mildly curious , I fear , will be put to sleep or bewildered by the artsy and often pointless visuals .
5546	1	a	One of the most important and exhilarating forms of animated filmmaking since old Walt doodled Steamboat Willie .
1671	1	a	Cut through the layers of soap-opera emotion and you find a scathing portrayal of a powerful entity strangling the life out of the people who want to believe in it the most .
5209	0	a	It 's drab .
692	0	a	Is it a comedy ?
4756	1	a	The powerful success of Read My Lips with such provocative material shows why , after only three films , director\/co-writer Jacques Audiard , though little known in this country , belongs in the very top rank of French filmmakers .
1151	0	a	Like a pack of dynamite sticks , built for controversy .
5438	0	a	Demme gets a lot of flavor and spice into his Charade remake , but he ca n't disguise that he 's spiffing up leftovers that are n't so substantial or fresh .
1541	1	a	Rarely does such high-profile talent serve such literate material .
2681	0	a	An average B-movie with no aspirations to be anything more .
4767	1	a	... quite endearing .
4113	0	a	Video games are more involving than this mess .
5518	1	a	Even if you do n't understand what on earth is going on , this is a movie that will stimulate hours of post viewing discussion , if only to be reminded of who did what to whom and why .
729	0	a	Sorvino makes the princess seem smug and cartoonish , and the film only really comes alive when poor Hermocrates and Leontine pathetically compare notes about their budding amours .
945	0	a	Does n't get the job done , running off the limited chemistry created by Ralph Fiennes and Jennifer Lopez .
1516	0	a	The trouble with making this queen a thoroughly modern maiden is that it also makes her appear foolish and shallow rather than , as was more likely , a victim of mental illness .
6270	1	a	Tres Greek writer and star Nia Vardalos has crafted here a worldly-wise and very funny script .
5117	0	a	It 's a film with an idea buried somewhere inside its fabric , but never clearly seen or felt .
5682	0	a	Oscar caliber cast does n't live up to material
2500	1	a	Enticing and often funny documentary .
2311	0	a	Feels shrill , simple and soapy .
3260	1	a	The film proves unrelentingly grim -- and equally engrossing .
3006	1	a	There is greatness here .
2657	1	a	It 's light on the chills and heavy on the atmospheric weirdness , and there are moments of jaw-droppingly odd behavior -- yet I found it weirdly appealing .
1868	0	a	This flat run at a hip-hop Tootsie is so poorly paced you could fit all of Pootie Tang in between its punchlines .
410	0	a	Goldmember has none of the visual wit of the previous pictures , and it looks as though Jay Roach directed the film from the back of a taxicab .
5803	1	a	The film is insightful about Kissinger 's background and history .
2354	1	a	The film is enriched by an imaginatively mixed cast of antic spirits , headed by Christopher Plummer as the subtlest and most complexly evil Uncle Ralph I 've ever seen in the many film and stage adaptations of the work .
6461	0	a	Epps has neither the charisma nor the natural affability that has made Tucker a star .
4027	0	a	It 's as sorry a mess as its director 's diabolical debut , Mad Cows .
4220	1	a	A marvel of production design .
1479	1	a	With exquisite craftsmanship ... Olivier Assayas has fashioned an absorbing look at provincial bourgeois French society .
2089	1	a	With a cast of A-list Brit actors , it is worth searching out .
3435	1	a	This makes Minority Report necessary viewing for sci-fi fans , as the film has some of the best special effects ever .
1434	0	a	Clockstoppers is one of those crazy , mixed-up films that does n't know what it wants to be when it grows up .
3127	1	a	Return to Never Land is reliable , standard Disney animated fare , with enough creative energy and wit to entertain all ages .
530	0	a	So boring that even its target audience talked all the way through it .
2876	0	a	Stinks from start to finish , like a wet burlap sack of gloom .
4758	1	a	Enthusiastically taking up the current teen movie concern with bodily functions , Walt Becker 's film pushes all the demographically appropriate comic buttons .
4490	1	a	Ben Kingsley is truly funny , playing a kind of Ghandi gone bad .
2511	0	a	A few hours after you 've seen it , you forget you 've been to the movies .
4705	0	a	That chirpy songbird Britney Spears has popped up with more mindless drivel .
2305	1	a	That 's why Sex and Lucia is so alluring .
969	1	a	Oh , look at that clever angle !
3438	0	a	This is one of the biggest disappointments of the year .
2238	0	a	A particularly joyless , and exceedingly dull , period coming-of-age tale .
1714	1	a	It 's the sweet Cinderella story that `` Pretty Woman '' wanted to be .
740	0	a	Collateral Damage is trash , but it earns extra points by acting as if it were n't .
953	1	a	-LRB- A -RRB- satisfying niblet .
481	1	a	... -LRB- the film -RRB- works , due mostly to the tongue-in-cheek attitude of the screenplay .
6762	0	a	Has nothing good to speak about other than the fact that it is relatively short , tries its best to hide the fact that Seagal 's overweight and out of shape .
2456	1	a	Steadfastly uncinematic but powerfully dramatic .
4733	1	a	It 's that rare family movie -- genuine and sweet without relying on animation or dumb humor .
344	1	a	It is most remarkable not because of its epic scope , but because of the startling intimacy it achieves despite that breadth .
5970	1	a	The music makes a nice album , the food is enticing and Italy beckons us all .
4456	0	a	From the choppy editing to the annoying score to ` special effects ' by way of replacing objects in a character 's hands below the camera line , `` Besotted '' is misbegotten
3219	1	a	Payne constructs a hilarious ode to middle America and middle age with this unlikely odyssey , featuring a pathetic , endearing hero who is all too human .
3725	0	a	Barney throws away the goodwill the first half of his movie generates by orchestrating a finale that is impenetrable and dull .
1084	0	a	What might have been acceptable on the printed page of Iles ' book does not translate well to the screen .
6531	0	a	Too much of the movie feels contrived , as if the filmmakers were worried the story would n't work without all those gimmicks .
259	0	a	Nothing but an episode of Smackdown !
359	0	a	Too long , and larded with exposition , this somber cop drama ultimately feels as flat as the scruffy sands of its titular community .
538	1	a	The heart of the film is a touching reflection on aging , suffering and the prospect of death .
2922	1	a	Light-years ahead of paint-by-number American blockbusters like Pearl Harbor , at least artistically .
120	0	a	Too clumsy in key moments ... to make a big splash .
5288	0	a	Spain 's greatest star wattage does n't overcome the tumult of maudlin tragedy .
6297	1	a	Weaver and LaPaglia are both excellent , in the kind of low-key way that allows us to forget that they are actually movie folk .
1098	1	a	Funny and touching .
4784	0	a	Anyone not into high-tech splatterfests is advised to take the warning literally , and log on to something more user-friendly .
5089	1	a	In a summer overrun with movies dominated by CGI aliens and super heroes , it revigorates the mind to see a feature that concentrates on people , a project in which the script and characters hold sway .
5025	0	a	Though it pretends to expose the life of male hustlers , it 's exploitive without being insightful .
594	0	a	The characterizations and dialogue lack depth or complexity , with the ironic exception of Scooter .
1874	0	a	The whole thing 's fairly lame , making it par for the course for Disney sequels .
5795	0	a	-LRB- L -RRB- ame and unnecessary .
6564	1	a	Especially give credit to Affleck .
5332	0	a	Do n't say you were n't warned .
3895	1	a	It is a strength of a documentary to disregard available bias , especially as temptingly easy as it would have been with this premise .
319	1	a	Consistently clever and suspenseful .
2775	1	a	The film occasionally tries the viewer 's patience with slow pacing and a main character who sometimes defies sympathy , but it ultimately satisfies with its moving story .
4622	1	a	`` The best Disney movie since the Lion King ''
4224	0	a	Although the sequel has all the outward elements of the original , the first film 's lovely flakiness is gone , replaced by the forced funniness found in the dullest kiddie flicks .
1276	1	a	Its gentle , touching story creeps into your heart .
